"crypto_fullname","crypto_nrc","gender","programme_as_admitted","school_abbr","school"
"65c43c20","279a39db","F","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"27163d74","19ecc691","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"f41de472","8fa72d6b","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"a3e4adfa","ec83d5e1","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"a3e4adfa","ec83d5e1","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"8fd965fd","6d02bbdc","M","BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCES","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"eead8a85","48235d7d","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"eaf9db72","a87e8bfd","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"caf014c0","e0e2188c","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"dfec6540","cf8c907b","F","BACHELOR OF BUSINESS ADMINISTRATION","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"0874d536","96d69a1c","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"a2e928b6","2068a76c","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"f3016416","e422638b","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"e79b2aaa","594de06a","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"d1fee598","33789b75","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"6e9b17e4","048e98d0","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"9159fddb","c8ed61f1","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"226625f0","f066329a","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"226625f0","f066329a","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"ca8fea33","7f5c22c7","F","BACHELOR OF SCIENCE IN NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
"fed65257","60853dc4","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"1dd217c3","42686d0e","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"f88ac6f0","63bebb0e","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"fa08d2f9","2deacbcd","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"e9a7db2e","e77c15bd","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"a5f10695","ca3986ca","M","BACHELOR OF COMPUTER SCIENCE","NS","SCHOOL OF NATURAL SCIENCES"
"a5f10695","ca3986ca","M","BACHELOR OF COMPUTER SCIENCE","NS","SCHOOL OF NATURAL SCIENCES"
"fc2d2101","d34ab85f","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"fb78342a","193fd199","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"01e62ab9","73ee2122","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"ab376470","feb89996","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"0fb201cd","e53c8890","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"e0e97ffb","78bdd28e","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"d09bb4e6","4f96b1a1","F","BACHELOR OF SCIENCE","NS","SCHOOL OF NATURAL SCIENCES"
"d09bb4e6","4f96b1a1","F","BACHELOR OF SCIENCE","NS","SCHOOL OF NATURAL SCIENCES"
"133dc581","606f6a44","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"fc10d97b","270ea5fd","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"b9a37220","c18d8c93","F","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"e6cc1964","3e3d3448","M","BACHELOR OF AGRICULTURAL SCIENCES","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
"a109bbf3","0c6216bc","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"8c202ff8","472337e7","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"11cff658","8afb92f0","M","BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCES","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"e7191d26","2a4643a2","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"a3e50520","3e6fb1df","M","BACHELOR OF SCIENCE IN NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
"2c6013d0","3fd65e62","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"b0daeda6","4d5e730e","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"802431a9","0f83d6de","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"16f3c34d","9e1b7153","F","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"56d905ef","d9d398fd","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"eabff4f8","3fa51efd","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"9adde51e","8c4ac062","F","BACHELOR OF ARTS WITH EDUCATION","Education","SCHOOL OF EDUCATION"
"3e377660","75acb545","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"950328e6","f4bfe8c8","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"ca9d3a74","ab0ada81","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"3d37c761","71d92d6b","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"6e2f5212","ec5c55cc","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"6e2f5212","ec5c55cc","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"d1609fa0","3e5f2164","M","BACHELOR OF ARTS IN LIBRARY AND INFORMATION SCIENCE","Education","SCHOOL OF EDUCATION"
"153b6a94","fc5c2853","F","BACHELOR OF SCIENCE HUMAN NUTRITION","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
"e1cc5fb5","be652a07","M","BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCES","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"be57485d","1536d024","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"f51ddbd0","06801067","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"7972e4c2","9e9000e8","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"a86f7e28","d0075109","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"c53fbe3d","227ed8fd","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"5e4bc420","82252059","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"0bb45a92","4e820832","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"0bb45a92","4e820832","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"077e419b","d254267a","F","BACHELOR OF SCIENCE IN NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
"3deb084a","f8418617","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"b6e16913","36b4a614","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"b6e16913","36b4a614","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"6720c81d","136fe367","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"cfe2dea8","1949741b","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"5dc05cd5","b01a82aa","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"21dacea2","3e5f2164","M","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
"229ce142","c02a7cb4","F","BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCES","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"443866bb","0d5174cf","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"60cd2165","a2c58bd9","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"0db1bb5f","146906de","F","BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCES","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"18ce64c5","2dc98264","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"be31afce","118aa7a6","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"05ee99e1","8e553699","M","BACHELOR OF MINERAL SCIENCES","Mines","SCHOOL OF MINES"
"ad15f8c7","98d6f274","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"020d28b5","d73bf071","M","BACHELOR OF AGRICULTURAL SCIENCES","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
"020d28b5","d73bf071","M","BACHELOR OF AGRICULTURAL SCIENCES","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
"020d28b5","d73bf071","M","BACHELOR OF AGRICULTURAL SCIENCES","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
"5382c2e7","6ff403e2","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"da3a4039","27378347","M","BACHELOR OF COMPUTER SCIENCE","NS","SCHOOL OF NATURAL SCIENCES"
"a65dfb69","4dde65ed","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"a65dfb69","4dde65ed","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"a65dfb69","4dde65ed","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"64583164","0d234bb7","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"45699483","8b7e6339","M","BACHELOR OF SCIENCE","NS","SCHOOL OF NATURAL SCIENCES"
"4eef052b","70afbc8e","M","BACHELOR OF AGRICULTURAL SCIENCES","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
"7e538385","88d2e539","M","BACHELOR OF ARTS WITH EDUCATION","Education","SCHOOL OF EDUCATION"
"0e2e03fd","80c9e7ce","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"c48053fd","959f9158","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"ddce626f","dc0b9e41","F","BACHELOR OF SCIENCE IN MIDWIFERY","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
"994fc239","338cc004","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"4c3168e1","cd792e30","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"78feb189","a5cbca4c","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"7d3ebee6","d379345a","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"aa6c75a3","43909847","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"dbe7868e","c1e58e8a","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"b41030c8","c5e54c93","M","BACHELOR OF VETERINARY - VET","Vet. Med.","SCHOOL OF VETERINARY MEDICINE"
"671146a3","26d010f8","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"68beffe6","c9ee6afb","M","BACHELOR OF FOOD SCIENCE AND TECHNOLOGY","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
"ccbbb747","32284431","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"ca578997","650e9e92","M","BACHELOR OF COMPUTER SCIENCE","NS","SCHOOL OF NATURAL SCIENCES"
"c1beffda","94b0ba88","M","BACHELOR OF SCIENCE IN NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
"ee85f6b8","a05002f3","F","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"0f1d1011","bb99193f","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"e2c493fc","5fb0649e","M","BACHELOR OF VETERINARY - VET","Vet. Med.","SCHOOL OF VETERINARY MEDICINE"
"08a4a8ed","4d470f42","F","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"8c5644c6","4d13afe6","F","BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCES","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"d34bf959","a176d5cd","F","BACHELOR OF SCIENCE - PH","Pub. Health","SCHOOL OF PUBLIC HEALTH"
"3d6b1fbb","7b8768e9","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"900a2864","bd6e4de2","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"b783ad4d","b26813f9","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"c9d48dc5","c6ef231f","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"ad73f6c8","7f53820b","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"7a3b874e","e8cb44e6","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"7bebf150","4162a3a8","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"dd60ad5a","c6fec78e","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"52bf9cf6","5db75b9e","F","BACHELOR OF ARTS WITH EDUCATION","Education","SCHOOL OF EDUCATION"
"ce09d136","d89f49bc","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"ce09d136","d89f49bc","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"d0298e97","77b929c2","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"88ae5ba7","5c510988","M","BACHELOR OF AGRICULTURAL SCIENCES","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
"14fafe53","6b975635","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"aa9a8c2f","c60b1df2","M","BACHELOR OF EDUCATION (ENVIRONMENTAL EDUCATION)","Education","SCHOOL OF EDUCATION"
"71b4d366","99a456f6","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"3dd19576","9a350a44","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"ce1eaf8f","39556247","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"1ae9cc51","19efd8be","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"7f690df0","a5c07d88","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"44cc2133","4714140a","M","BACHELOR OF SCIENCE IN PHYSIOTHERAPY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"a72fc399","6a4a4bd8","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"8eb22eb7","3e9aefb0","F","BACHELOR OF AGRICULTURAL SCIENCES","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
"5d4a82cf","3f1c9f74","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"94a9748c","9fa8ff3a","M","BACHELOR OF BUSINESS ADMINISTRATION","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"2379a784","ca1d32f6","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"f49f9434","a1715aec","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"b2a728bf","130ca354","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"00a46083","5cf078f9","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"83c456f1","c73d5522","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"83c456f1","c73d5522","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"3cb224de","3bfb60bb","M","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"0f65fa97","ad46b019","F","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"9de09a79","b4c0477f","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"7fe760a3","e615534a","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"81bd4f26","8737beff","F","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"7bec88b8","9516f375","F","BACHELOR OF SCIENCE IN MIDWIFERY","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
"404ee610","fed25f0b","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"cca67cda","5147926e","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"0e65a862","9d782fa7","M","BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCES","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"5fae8eb5","198edb02","F","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"8a3940e1","518a9314","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"b61307d3","bf2caded","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"aebcbe20","f409c7fb","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"e62b1b8a","50e4f05b","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"c25edb83","295ece8a","F","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"41db2cff","08a2c979","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"d5abdaca","079cde9d","M","BACHELOR OF SCIENCE IN NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
"fdcae3e1","38094a92","F","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"348b9a5a","005eec8e","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"ac28e1bb","779092bc","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"67d88f37","21d53554","F","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"9b72ae73","6bc7cc8b","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"3f574588","7a743fbf","F","BACHELOR OF MEDIA AND JOURNALISM STUDIES","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"65c1076a","b6668140","F","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"59c4a62d","f68bcd3b","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"dd9c1dd7","ce922dcd","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"89a1f5f1","dde9a7be","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"8b1871a5","c7513c4b","F","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"17c477a0","4e532d61","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"48fea001","462a0b8c","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"99521b35","ca7184a9","M","BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCES","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"26759e4d","ad3a86b6","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"f076444e","d1a3e4c8","F","BACHELOR OF SCIENCE - PH","Pub. Health","SCHOOL OF PUBLIC HEALTH"
"a1ea9e79","20de5c19","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"a1ea9e79","20de5c19","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"24948e80","6e0db788","M","BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCES","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"3d5a326a","c4489ab9","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"7b68830c","36484ea6","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"7b68830c","36484ea6","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"b5d33b47","c866caa4","M","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"5ae3a537","306e1487","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"d968b989","4111bc32","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"8fb118b0","697d4328","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"5f68006d","67d54f9e","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"bcc440a4","63395981","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"bdde91ab","0d290e7a","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"6a2bd95f","ce6ba424","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"6a2bd95f","ce6ba424","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"f8057c7a","5d0e3e04","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"f3d0f92f","e6cfd574","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"cf54f234","52c1194b","F","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"430dd43a","2661d51d","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"d07717fa","c4d719f5","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"f24e1c05","206d54b5","M","BACHELOR OF SCIENCE WITH EDUCATION","Education","SCHOOL OF EDUCATION"
"6d916316","80df3b5a","F","BACHELOR OF BUSINESS ADMINISTRATION","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"2afce54d","4bbcdf2e","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"12aef865","2d869c61","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"5195e772","6df78bd3","M","BACHELOR OF BUSINESS ADMINISTRATION","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"fc1f11d1","b5a7cab6","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"40113f48","3b976c51","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"ab6c85e1","9afcc753","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"d77b28ab","5518d819","F","BACHELOR OF FOOD SCIENCE AND TECHNOLOGY","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
"3b6d4e02","0a39e1eb","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"5b2c0db1","fc42d95e","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"24ec0b93","26deb469","M","BACHELOR OF COMPUTER SCIENCE","NS","SCHOOL OF NATURAL SCIENCES"
"24ec0b93","26deb469","M","BACHELOR OF COMPUTER SCIENCE","NS","SCHOOL OF NATURAL SCIENCES"
"6d787464","5afd97f1","F","BACHELOR OF SCIENCE","NS","SCHOOL OF NATURAL SCIENCES"
